KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
tasktitleDanosMissionIII,Clear the Alien Asylum,,,,,,,,Зачистить Alien Asylum,,,,,,,,
acttitleDanosMissionIII,Clear the Alien Asylum from any Aliens,,,,,,,,Очистите Alien Asylum от любых инопланетян,,,,,,,,
actdescDanosMissionIII,\nGo through each room one by one but don't waste any time for un-necassary stuff. Find the portal to escape this madness!\n,,,,,,,,"Пройдите каждую комнату по очереди, но не тратьте время на ненужные вещи. Найдите портал, чтобы избежать этого безумия!",,,,,,,,
completeDanosMissionIII,"Unknown Voice: You really did it, hm?! Amazing human...\nfly to the last entrance mission in [c][ff6600]Danos Sector[-][/c] at [c][ff6600]-11000 / 7777 / -3333[-][/c]... ",,,,,,,,"[ff8000]Неизвестный голос:[-] Вы действительно сделали это, хм?! Удивительный человек...\nлетите к последней миссии, вход в [ff8000]сектор Данос[-] в [ff8000]-11000 / 7777 / -3333[-]...",,,,,,,,
chptitleDanosMissionIV,Danos Mission IV,,,,,,,,Данос Миссия IV,,,,,,,,
chpdescDanosMissionIV,Prepare for the last Danos missions in the Danos Sector at [c][ff6600]-11000 / 7777 / -3333[-][/c]. Once you enter Mission III there is no turning back. You have to solve multiple tasks and fight through chained instances. All you will need for preparation is strong equipment for surviving in radiation & cold & Taking on enemies and resources for building ships if needed.,,,,,,,,"Подготовьтесь к последним миссиям Данос в Секторе Данос в [ff8000]-11000 / 7777 / -3333[-]. Как только вы войдете в Миссию III, пути назад уже не будет. Вам предстоит решать несколько задач и сражаться через цепочки задач. Все, что вам нужно для подготовки, - это сильное снаряжение для выживания в радиации и холоде, а также для захвата врагов и ресурсов для строительства кораблей, если это необходимо.",,,,,,,,
tasktitleDanosMissionIVStart,Fly to the Danos Mission III Instance,,,,,,,,Летите к Данос Миссия III Инстанс,,,,,,,,
acttitleDanosMissionIVStart,Fly to the Danos Sector,,,,,,,,Летите в сектор Данос,,,,,,,,
actdescDanosMissionIVStart,\nMake yourself ready and fly to the Danos Sector,,,,,,,,Приготовьтесь и летите в сектор Данос,,,,,,,,
tasktitleDanosMissionIVM0,Destroy the Portal Defense system,,,,,,,,Уничтожте защитные системы портала,,,,,,,,
acttitleDanosMissionIVM0,Destroy the protection system,,,,,,,,Разрушить систему защиты,,,,,,,,
actdescDanosMissionIVM0,\nThe entrance is well protected. Target the turrets and find the portal inside of the station.,,,,,,,,Вход хорошо защищен. Нацельтесь на турели и найдите портал внутри станции.,,,,,,,,
tasktitleDanosMissionIVM1,Enter the portal,,,,,,,,Войдите в портал,,,,,,,,
acttitleDanosMissionIVM1,Go through the portal,,,,,,,,Пройти через портал,,,,,,,,
actdescDanosMissionIVM1,\nPrepare very good before. There is no turning back once you entered.,,,,,,,,Подготовьтесь как можно лучше. Как только вы войдете внутрь - пути назад не будет!,,,,,,,,
completeDanosMissionIV,Unknown Voice: You are finally here! Come in and be my guest...,,,,,,,,"[ff8000]Неизвестный голос:[-] вы наконец-то здесь! Заходи и будь моим гостем...\n[808080][переводчик] будь как дома, путник, я не в чем не откажу...[-]",,,,,,,,
chptitleDanosMissionV,Danos Mission V,,,,,,,,Данос Миссия V,,,,,,,,
chpdescDanosMissionV,Something weird is going on and the Unknown Voice has changed its intention. You need to survive at any cost and fight your way through - till the end! Be careful and check your surroundings carefulhly for any help you might get!,,,,,,,,"Происходит что-то странное, и [ff8000]Неизвестный Голос[-] изменил свое намерение. Вы должны выжить любой ценой и пробиться до конца! Будьте осторожны и тщательно проверяйте свое окружение на любую помощь, которую вы можете получить!",,,,,,,,
completeDanosMissionV,"Thank you so much for helping us out! We waited for so long\nand it looks like you followed the same trap as we did! Yeah, the Unknown Voice brought you here, right?\nIt is a lie - everything. You are just another guy of enjoyment for Danos itself.\nPlease be careful and good luck. Maybe you are the guy to stop him finally...",,,,,,,,"Большое вам спасибо за помощь нам! Мы так долго ждали и похоже, что вы следовали в ту же ловушку, что и мы! Да, [ff8000]Неизвестный Голос [-]привел тебя сюда, верно?\nЭто всё ложь. Вы просто еще один парень для удовольствия самого Даноса.\nПожалуйста, будьте осторожны и удачи. Может быть, вы тот парень, что остановит его, наконец...",,,,,,,,
tasktitleDanosMissionVM1,Get orientated,,,,,,,,Сориентируйтесь,,,,,,,,
acttitleDanosMissionVM1,Check your surrounding,,,,,,,,Проверьте свое окружение,,,,,,,,
actdescDanosMissionVM1,\nTry to move forward with open eyes and don't let good opportunities fade away. The better you know your surrounding the better the chances to survive.,,,,,,,,"Старайтесь двигаться вперед с открытыми глазами и не позволяйте упускать хорошие возможности. Чем лучше ты знаешь свое окружение, тем больше шансов выжить.",,,,,,,,
tasktitleDanosMissionVM2,Study the prison door,,,,,,,,Изучите тюремную дверь,,,,,,,,
acttitleDanosMissionVM2,Find the lock code of the prison door,,,,,,,,Найти код блокировки тюремной двери,,,,,,,,
actdescDanosMissionVM2,\nThe door is locked but the keys are in that room splitted. Follow the numbers on the wall from left to right (view to the prison door),,,,,,,,"Дверь заперта, но ключи в этой комнате разделены. Следуйте по номерам на стене слева направо (вид на дверь тюрьмы)",,,,,,,,
tasktitleDanosMissionVM3,The gift of the prisoners,,,,,,,,Дар заключенных,,,,,,,,
acttitleDanosMissionVM3,Talk to the prisoner Trader,,,,,,,,Поговорите с заключенным Торговцем,,,,,,,,
actdescDanosMissionVM3,\nOver the time the prisoner Trader got some stuff he can sell to you. Use this opportunity wisely and come back after 7 minutes for a restock of his orders.,,,,,,,,"За время заключения Торговец получил некоторые вещи, которые он может продать вам. Используйте эту возможность с умом и вернитесь через 7 минут для пополнения запасов своих заказов.",,,,,,,,
chptitleDanosMissionVI,Danos Mission VI,,,,,,,,Данос Миссия VI,,,,,,,,
chpdescDanosMissionVI,"It turned out it was just a game by Danos to prepare you for his enjoyment. This means he is somewhere and it is up to you to stop this madness! Start you final journey, find him and steal his Danos CV-X7 ship!",,,,,,,,"Оказалось, что это была просто игра Даноса, чтобы подготовить вас к его удовольствию. Это значит, что он где-то есть, и все зависит от вас, сможете ли вы остановить это безумие! Начните свой последний путь, найдите его и украдите его корабль Данос CV-X7!",,,,,,,,
completeDanosMissionVI,">>Danos: You dare to destroy my Outpost?\nWell meet me on the planet and I will see if you were worth the efforts..<< \n>>Prisoners: Hey there, while you were fighting we build something useful for you.\nUnder the large generator there is a second ship. Not pretty but use it wisely.<<",,,,,,,,">>[ff8000]Данос:[-] Вы осмелились разрушить мой аванпост?\nНу, встретимся на планете, и я посмотрю, стоили ли вы усилий..<< \n>>[00ffff]Заключенные:[-] Эй, там, в то время как вы дрались - мы строили что-то полезное для вас.\nПод большим генератором находится второй корабль. Не красивый, но используйте его с умом.<<",,,,,,,,
tasktitleDanosMissionVIM1,Fight your way through the generator,,,,,,,,Пробейтесь через генератор,,,,,,,,
