KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish
actdescActivate,"\n[c][66ffff]I.D.A. -[004]-[-][/c]\nThats not a lot of fuel, but better than nothing.\n\nNow go inside or stand on a block that is part of the base, which will activate the wireless command interface\nUse the [c][ff4444]Y[-][/c] button on your keyboard to activate the base.\n\nPay attention to active generators. They produce a lot of heat - which will harm you over time, depending on your suits insulation level.","\n[c][66ffff]I.D.A. -[004]-[-][/c]\nTDas ist nicht viel Sprit, aber besser als nichts.\n\nGeh nun ins Innere oder stelle Dich auf einen Block, der zur Basis gehört, um das drahtlose Kommandointerface zu aktivieren.\nNutze die [c][ff4444]Y[-][/c] Taste Deiner Tastatur um die Basis zu aktivieren.\n\nGib acht auf aktive Generatoren! Diese produzieren große Hitze, welche Dich über lang oder kurz verletzen wird, abhängig von der Isolationsgüte Deines Anzugs.","\n[c] [66ffff] I.D.A. -[005]-[-] [/c]\nMaintenant, entrez ou positionnez-vous sur un bloc qui fait partie de la base, ce qui activera l'interface de commande sans fil, et utiliser la touche[c] [ff4444] Y [-] [/c] de votre clavier pour activer la base.\n\nFaites attention aux générateurs actifs, ils produisent beaucoup de chaleur, ce qui vous nuira au fil du temps, selon le niveau d'isolation de votre combinaison.",,,,"\n[c][66ffff]I.D.A. -[004]-[-][/c]\nIsso não é muito combustível, mas melhor que nada.\n\nAgora entre ou fique em um bloco que faz parte da base, o que ativará a interface de comando sem fio\nUse o botão [c][ff4444]Y[-][/c] do seu teclado para ativar a base.\n\nPreste atenção aos geradores ativos. Eles produzem muito calor - o que irá prejudicá-lo ao longo do tempo, dependendo do nível de isolamento do seu traje.",,"\n[c][66ffff]I.D.A. -[004]-[-][/c]\nМало топлива, но лучше, чем ничего.\n\nЗайдите внутрь или встаньте на блок, который является частью базы, чтобы иметь возможность активировать беспроводной интерфейс\nИспользуйте кнопку [c][ff4444]Y[-][/c] на клавиатуре, чтобы активировать базу.\n\nПожалуйста, обратите внимание на активные генераторы. Они производят много тепла - что вредит вам со временем, в зависимости от уровня изоляции ваших костюмов.",\n[c][66ffff]I.D.A.   -[004]-[-][/c]\n燃料パックは少ししかないが、無いよりはましだろう\nすぐ中に入り、基地の内部からワイヤレスコマンドインターフェイスを起動します。キーボードの\n [c][ff4444]Y[-][/c] を押すことで基地の電源を入れることができる。,\n[c][66ffff]I.D.A. -[004]-[-][/c]\n嗯，你放进的燃料不是很多，但总比没有强不是？\n\n现在进入基地或者站到基地的一个方块上，这样可以激活无线命令界面\n按[c][ff4444]Y[-][/c] 键激活基地。\n\n小心一点那个启动的发电机。它会产生大量热量 - 久而久之会对你有害，这取决你护甲的隔热水平。,,,
tasktitleHideout2b,Find additional equipment,Finde Zusatzequipment,Trouver du matériel supplémentaire,,,,Encontre equipamento adicional,,Найти дополнительное оборудование,追加の装備を見つける,搜寻额外装备,,,
taskheadHideout2b,Find additional equipment,Finde Zusatzequipment,Trouver du matériel supplémentaire,,,,Encontre equipamento adicional,,Найти дополнительное оборудование,追加の装備を見つける,搜寻额外装备,,,
acttitleCheckEquipment1,Find equipment locker,Geräteschrank finden,Trouver les casiers équipement,,,,Encontre o armário de equipamento,,Найти шкафчик оборудования,装備品ロッカーを見つける,找到装备柜子,,,
actdescCheckEquipment1,\n[c][66ffff]I.D.A. -[005]-[-][/c]\nWe are lucky!\nThe Base AI has told me there is additional stuff stored in a locker. Go find and open it!,"\n[c][66ffff]I.D.A. -[005]-[-][/c]\nWir haben Glück!\nDie AI der Basis teilte mir mit, daß weitere Gerätschaften im Schließfach gelagert sind. Finde und öffne es!",\n[c] [66ffff] I.D.A. -[006]-[-] [/c]\nNous sommes chanceux !\nL'IA de la Base m'a dit il y a des trucs supplémentaires stockées dans des casiers. Trouvez-les et ouvrez-les !\n,,,,\n[c][66ffff]I.D.A. -[005]-[-][/c]\nEstamos com sorte!\nA IA da Base me disse que tem equipamento adicional em um armário. Vamos encontrar e abrir pra ver!,,"\n[c][66ffff]I.D.A. -[005]-[-][/c]\nНам повезло!\nИИ Базы сказал мне, что в шкафчике есть дополнительный материал. Найдите и откройте его!",\n[c][66ffff]I.D.A.   -[005]-[-][/c]\n幸いにも\nロッカーに装備類が保管されている事をAIが教えてくれた。探して手に入れよう！,\n[c][66ffff]I.D.A. -[005]-[-][/c]\n我们太幸运了！\n基地的人工智能告诉我在基地的柜子里存有一些额外的材料和装备。去找找看！,,,
acttitleCheckEquipment2,Open equipment locker,Geräteschrank öffnen,Vider les casiers équipement,,,,Abra o armário de equipamento,,Откройте шкафчик для оборудования,装備品ロッカーを開く,打开装备柜子,,,
actdescCheckEquipment2,"\n[c][66ffff]I.D.A. -[005]-[-][/c]\nUse Drag&Drop, SHIFT+left mouse button or the [c][ff4444]arrow-icon[-][/c] on the top right to move all items to your suit inventory.","\n[c][66ffff]I.D.A. -[005]-[-][/c]\nUse Drag&Drop, SHIFT+left mouse button or the [c][ff4444]arrow-icon[-][/c] on the top right to move all items to your suit inventory.","\n[c] [66ffff] I.D.A. -[007]-[-] [/c]\nUtilisez glisser-déposer, Maj + bouton gauche de la souris ou[c] [ff4444] Icône flèche [-] [/c]dans le coin supérieur droit (cette dernière option permet de déplacer tous les éléments d'un coup vers l'inventaire de votre combinaison).\n\n",,,,"\n[c][66ffff]I.D.A. -[005]-[-][/c]\nClique e mova, ou use SHIFT+botão esquerdo do mouse ou a [c][ff4444]seta[-][/c] no topo direito para mover tudo pro inventário do seu traje.",,"\n[c][66ffff]I.D.A. -[005]-[-][/c]\nИспользуйте перетаскивание, SHIFT + ЛКМ или значок [c][ff4444]стрелки[-][/c] в правом верхнем углу, чтобы переместить все предметы в инвентарь.",\n[c][66ffff]I.D.A.   -[005]-[-][/c]\nドラッグ＆ドロップ、Shift + マウス左ボタン、右上隅[c][ff4444]矢印アイコン[-][/c]いずれかの方法で全てのアイテムをインベントリへ移動させてください。,\n[c][66ffff]I.D.A. -[005]-[-][/c]\n利用鼠标左键拖拽和拖动、按住SHIFT+点击鼠标左键或点击右上角[c][ff4444]箭头按钮[-][/c]的方式将所有物品移至你的背包。,,,
tasktitleGetMobile,Improve mobility,Mobilität steigern,Améliorer la mobilité,,,,Melhorar mobilidade,,Улучшение мобильности,移動性を向上させる,更快速的探索,,,
taskheadGetMobile,Improve mobility,Mobilität steigern,Améliorer la mobilité,,,,Melhorar mobilidade,,Улучшение мобильности,移動性を向上させる,更快速的探索,,,
acttitleEquipSC,Equip Constructor,Konstruktor ausrüsten,S'équiper du constructeur,,,,Equipar Construtor,,Экипируйте Конструктор,コンストラクタを装備する,装备求生建造机,,,
actdescEquipSC,"\n[c][66ffff]I.D.A. -[006]-[-][/c]\nLots of useful stuff!\n\nI also managed to partially reconstruct the suits motorbike module and added it to your inventory but you'll need to use the constructor to finish building it. Then we'll use it to improve our mobility.\n\nFirst, open your inventory [c][ff4444](TAB)[-][/c] and move the Survival Constructor to an empty slot in your toolbelt.","\n[c][66ffff]I.D.A. -[006]-[-][/c]\nSehr nutzliches Zeug!\n\nEs ist mir außerdem gelungen, das Motorradmodul des Anzugs teilweise wiederherzustellen. Wir brauchen allerdings den Konstruktor, um es zusammenzubauen. Es wird unsere Mobilität deutlich erhöhen!\n\nÖffne zuerst Deinen Rucksack [c][ff4444](TAB)[-][/c] und verschiebe den Notkonstruktor auf einen leeren Platz in Deinem Werkzeuggürtel.","\n[c] [66ffff] I.D.A. -[008]-[-] [/c]\nBeaucoup de trucs utiles !\n\nJ'ai aussi réussi à reconstituer partiellement le module moto et l'ajouter à votre inventaire, mais vous devez utiliser le constructeur pour terminer sa fabrication. Grace à la moto, votre mobilité sera améliorée.\n\nTout d'abord, ouvrez votre inventaire[c][ff4444] TAB [-][/c]et déplacer le constructeur de survie vers votre barre outils.\n",,,,"\n[c][66ffff]I.D.A. -[006]-[-][/c]\nMuitas coisas úteis!\n\nEu também consegui reconstruir parcialmente o módulo de moto e adicionei-o ao seu inventário, mas você precisará usar o construtor para finalizar a construção. Então, vamos usá-lo para melhorar nossa mobilidade.\n\nPrimeiro, abra seu inventário [c][ff4444](TAB)[-][/c] e mova o Construtor para um espaço livre na sua cinto de ferramentas.",,"\n[c][66ffff]I.D.A. -[006]-[-][/c]\nОчень полезный материал!\n\nМне также удалось частично восстановить модуль мотоциклов и добавить его в ваш инвентарь, но вам нужно будет использовать конструктор для его завершения. После чего его можно будет использовать для улучшения нашей мобильности.\n\nДля начала, откройте свой инвентарь [c][ff4444](TAB)[-][/c] и переместите Аварийный конструктор в пустой слот вашей панели инструментов.",\n[c][66ffff]I.D.A.   -[006]-[-][/c]\n使えそうなものがたくさんある！\n\nモーターバイクを部分的に作成し、インベントリに追加した。 コンストラクタを使って完成させなければならない。 これがあれば移動性が向上するはずだ。 \n\nまず [c][ff4444](TAB)[-][/c] でインベントリを開き、簡易コンストラクタをツールバーの空きスロットに装備しよう。,\n[c][66ffff]I.D.A. -[006]-[-][/c]\n好多有用的东西哇！\n\n我刚刚设法制造了一个摩托车套件放到了你的背包里，但是你不能直接使用它，你必须利用求生建造机将它组装成完整的摩托。一旦造好，我们将能更快的移动和探索了。\n\n首先，按[c][ff4444](TAB)[-][/c]打开你的背包， 然后将求生建造机放到你的快捷栏里。,,,
acttitlePlSurvConstr,Place Constructor,Konstruktor aufstellen,Constructeur de survie,,,,Coloque o Construtor,,Установите аварийный конструктор,コンストラクタを設置する,放置求生建造机,,,
actdescPlSurvConstr,"\n[c][66ffff]I.D.A. -[007]-[-][/c]\nNow go outside, select the slot where you put the survival constructor either by mousewheel or with the number button.\n\nWhen selected, a [c][0000ff]blue wireframe[-][/c] indicates you can place it down. Do so.","\n[c][66ffff]I.D.A. -[007]-[-][/c]\nGehe jetzt nach draußen und wähle den Platz auf dem Du den Kostruktor platziert hast, aus (mit dem Mausrad oder der entsprechenden Nummerntaste.)\n\nSobald geschehen, wird ein [c][0000ff][-]blaues Kantenmodell[/c] Dir anzeigen, daß Du ihn absetzen kannst. Tue das.","\n[c] [66ffff] I.D.A. -[009]-[-] [/c]\nMaintenant aller à l'extérieur, sélectionnez le constructeur de survie ( [c][ff4444]touche numérique[-] ou[c][ff4444] molette souris [-][/c]).\nUne fois sélectionné, une prévisualisation du constructeur apparaît. Celle-ci doit-être de couleur[c][0000ff] bleu [-][/c]pour pouvoir placer le contructeur. Quand c'est le cas, placez ce dernier !\n",,,,"\n[c][66ffff]I.D.A. -[007]-[-][/c]\nAgora vá para fora, selecione o espaço na sua cinto de ferramentas onde você colocou o construtor de sobrevivência usando o botão de rolamento do mouse ou com o botão numérico.\n\nQuando selecionar ele, um [c][0000ff]contorno azul[-][/c] indica que você já pode colocar ele. Então coloque.",,"\n[c][66ffff]I.D.A. -[007]-[-][/c]\nВыйдите наружу, выберите слот, в который вы поместили Аварийный конструктор либо с помощью колесика мыши, либо с помощью кнопки с цифрами.\n\nКогда он выбран, [c][0000ff]синий каркас[-][/c] указывает, что вы можете разместить его. Сделайте это.",\n[c][66ffff]I.D.A.   -[007]-[-][/c]\n外に出て、簡易コンストラクタを装備しているスロットをマウスホイールか数字キーで選択します。\n\n選択した状態で [c][0000ff]青いフレーム[-][/c] が表示される場所に設置することが可能です。,\n[c][66ffff]I.D.A. -[007]-[-][/c]\n现在去室外，对准一块空地用数字键或者鼠标滚轮选定求生建造机。\n\n当选定后，在空地上会显示一个[c][0000ff]蓝色设备轮廓图[-][/c]提示设备的位置和方向，然后鼠标左键放置。,,,
