KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish
HullFullSmallDestroyed,Steel Block S - Destroyed,Stahlblock S - zerstört,Petit bloc acier - détruit,Blocco di Acciaio S - Distrutto,Bloques de acero S - Destruido,Bloco de Aço S - Destruído,Blocos de Aço P - Destruído,Blok stalowy S - zniszczony,Стальной блок М - разбитый,スチールブロックS（破損）,钢制方块 S - 已损毁,鋼鐵小方塊 - 已摧毀,강철 블록 S - 파괴됨,Çelik Blok S - Parçalanmış
HullLargeBlocks,Steel Blocks L,Stahlblöcke L,Grands blocs acier,Blocchi di Acciaio L,Bloque de acero L,Blocos de Aço L,Blocos de Aço G,Bloki stalowe L (grupa),Стальные блоки Б,スチールブロックL,钢制方块 L,鋼鐵大方塊,강철 블록 L,Çelik Bloklar L
HullLargeDestroyedBlocks,Steel Blocks L - Destroyed,Stahlblöcke L - zerstört,Grands blocs acier - détruits,Blocchi di Acciaio L - Distrutti,Bloques de acero L - Destruido,Blocos de Aço L - Destruídos,Blocos de Aço G - Destruído,"Bloki stalowe, zniszczone L (grupa)",Стальные блоки Б - разбитые,スチールブロックL（破損）,钢制方块 L - 已损毁,鋼鐵大方塊 - 已摧毀,강철 블록 L - 파괴됨,Çelik Bloklar L - Parçalanmış
HullSmallBlocks,Steel Blocks S,Stahlblöcke S,Petits blocs acier,Blocchi di Acciaio S,Bloque de acero S,Blocos de Aço S,Blocos de Aço P,Bloki stalowe S (grupa),Стальные блоки М,スチールブロックS,钢制方块 S,鋼鐵小方塊,강철 블록 S,Çelik Bloklar S
HullSmallDestroyedBlocks,Steel Blocks S - Destroyed,Stahlblöcke S - zerstört,Petits blocs acier - détruits,Blocchi di Acciaio S - Distrutti,Bloques de acero S - Destruido,Blocos de Aço S - Destruídos,Blocos de Aço P - Destruído,"Bloki stalowe, zniszczone S (grupa)",Стальные блоки М - разбитые,スチールブロックS（破損）,钢制方块 S - 已损毁,鋼鐵小方塊 - 已摧毀,강철 블록 S - 파괴됨,Çelik Bloklar S - Parçalanmış
HullThin,Steel Block,Stahlblock,Bloc acier (fin),Blocco di Acciaio (Sottile),Bloque de acero,Bloco de Aço,Bloco de Aço,Blok stalowy,Стальной блок (тонкий),スチールブロック,钢制方块,鋼鐵方塊,강철 블록,Çelik Blok
HullThinLarge,Steel Block L,Stahlblock L,Grand bloc acier (fin),Blocco di Acciaio L,Bloque de acero L,Bloco de Aço L,Bloco de Ferro G,Blok stalowy L,Стальной блок Б (тонкий),スチールブロックL,钢制方块 L,鋼鐵大方塊,강철 블록 L,Çelik Blok L
HullThinLargeBlocks,Steel Blocks L (thin),Stahlblöcke L (dünn),Grands blocs acier (fin),Blocchi di Acciaio L (Sottile),Bloque de acero L (fino),Blocos de Aço L (fino),Blocos de Aço G (fino),"Bloki stalowe, płaskie L (grupa)",Стальные блоки Б (тонкие),薄型スチールブロックL,钢制方块 L（薄的）,鋼鐵大方塊（薄）,강철 블록 L(얇음),Çelik Bloklar L (ince)
HullThinLargeDestroyed,Steel Blocks L (thin) - Destroyed,Stahlblöcke L (dünn) - zerstört,Grands blocs acier (fin) - détruits,Blocchi di Acciaio L (Sottile) - Distrutti,Bloques de acero L - Destruido,Blocos de Aço (fino) - Destruídos,Blocos de Aço G (fino) - Destruído,"Bloki stalowe, płaskie, zniszczone L (grupa)",Стальные блоки Б (тонкие) - разбитые,薄型スチールブロックL（破損）,钢制方块 L（薄的）- 已损毁,鋼鐵大方塊（薄） - 已摧毀,강철 블록 L(얇음) - 파괴됨,Çelik Bloklar L (ince) - Parçalanmış
HullThinSmall,Steel Block S,Stahlblock S,Petit bloc acier (fin),Blocco di Acciaio S (Sottile),Bloque de acero S,Bloco de Aço S,Bloco de Aço P,Blok stalowy S,Стальной блок М (тонкий),スチールブロックS,钢制方块 S,鋼鐵小方塊,강철 블록 S,Çelik Blok S
HullThinSmallBlocks,Steel Blocks S (thin),Stahlblöcke S (dünn),Petits blocs acier (fin),Blocchi di Acciaio S (Sottile),Bloque de acero S (fino),Blocos de Aço S (fino),Blocos de Aço P (fino),"Bloki stalowe, płaskie S (grupa)",Стальные блоки М (тонкие),薄型スチールブロックS,钢制方块 S（薄的）,鋼鐵小方塊（薄）,강철 블록 S(얇음),Çelik Bloklar S (ince)
HullThinSmallDestroyed,Steel Blocks S (thin) - Destroyed,Stahlblöcke S (dünn) - zerstört,Petits blocs acier (fin) - détruits,Blocchi di Acciaio S (Sottile) - Distrutti,Bloques de acero S (fino) - Destruido,Blocos de Aço (fino) - Destruídos,Blocos de Aço P (fino) - Destruído,"Bloki stalowe, płaskie, zniszczone S (grupa)",Стальной блок М (тонкий) - разбитый,薄型スチールブロックL（破損）,钢制方块 S（薄的）- 已损毁,鋼鐵小方塊（薄） - 已摧毀,강철 블록 S(얇음) - 파괴됨,Çelik Bloklar S (ince) - Parçalanmış
RailingDiagonal,Railing Diagonal,Geländer diagonal,Rambarde diagonale,Ringhiera Diagonale,Valla diagonal,Gradeamento Oblíquo,Grade Diagonal,Ogrodzenie - ukośne,Перила диагональные,ブレース・ゲージ,斜线矮墙,對角欄杆,난간 대각,Köşegen Ray
RailingDiagonalGlass,Glass Railing Diagonal,Glassgeländer diagonal,Rambarde verre diagonale,Ringhiera di Vetro Diagonale,Valla diagonal de cristal,Gradeamento Oblíquo de Vidro,Grade Diagonal de Vidro,Szklane ogrodzenie - ukośne,Стеклянные перила диагональные,ブレース・ガラスゲージ,玻璃斜线矮墙,玻璃對角欄杆,유리 난간 대각,Cam Köşegen Ray
RailingDiagonalGlassInv,Glass Railing Diagonal,Glassgeländer diagonal,Rambarde verre diagonale,Ringhiera di Vetro Diagonale,Valla diagonal de cristal,Gradeamento Oblíquo de Vidro,Grade Diagonal de Vidro Inv,Szklane ogrodzenie - ukośne,Стеклянные перила диагональные,ブレース・ガラスゲージ,玻璃斜线矮墙,玻璃對角欄杆,유리 난간 대각,Cam Köşegen Ray
RailingL,Railing L-Shape,Geländer L-Form,Rambarde en L,Ringhiera Forma-L,Valla en forma de L,Gradeamento Formato em L,Grade em L,Ogrodzenie - narożnik,Перила L-образные,ゲージL字型,L型矮墙,L型欄杆,난간 L자형,L Şeklinde Ray
RailingLGlass,Glass Railing L-Shape,Glasgeländer L-Form,Rambarde verre en L,Ringhiera di Vetro Forma-L,Valla de cristal en forma de L,Gradeamento em Vidro Formato em L,Grade com Vidro em L,Szklane ogrodzenie - narożnik,Стеклянные перила L-образные,ガラスゲージL字型,玻璃L型矮墙,玻璃L形欄杆,유리 난간 L자형,L Şeklinde Cam Ray
RailingLGlassInv,Glass Railing L-Shape,Glasgeländer L-Form,Rambarde verre en L,Ringhiera di Vetro Forma-L,Valla de cristal en forma de L,Gradeamento em Vidro Formato em L,Grade com Vidro em L Inv,Szklane ogrodzenie - narożnik,Стеклянные перила L-образные,ガラスゲージL字型,玻璃L型矮墙,玻璃L形欄杆,유리 난간 L자형,L Şeklinde Cam Ray
RailingRound,Railing Round,Geländer rund,Rambarde arrondie,Ringhiera Rotonda,Valla redonda,Gradeamento Redondo,Grade Redonda,Ogrodzenie - łuk,Перила круглые,ラウンド・ゲージ,圆型矮墙,圓形欄杆,둥근 난간,Yuvarlak Ray
RailingRoundGlass,Glass Railing Round,Glasgeländer rund,Rambarde verre arrondie,Ringhiera di Vetro Rotonda,Valla redonda de cristal,Gradeamento de Vidro Redondo,Grande com Vidro Redonda,Szklane ogrodzenie - łuk,Стеклянные перила скругленные,ラウンド・ガラスゲージ,玻璃圆型矮墙,玻璃圓形欄杆,둥근 유리 난간,Yuvarlak Cam Ray
RailingRoundGlassInv,Glass Railing Round,Glasgeländer rund,Rambarde verre arrondie,Ringhiera di Vetro Rotonda,Valla redonda de cristal,Gradeamento de Vidro Redondo,Grade com Vidro Redonda Inv,Szklane ogrodzenie - łuk,Стеклянные перила скругленные,ラウンド・ガラスゲージ,玻璃圆型矮墙,玻璃圓形欄杆,둥근 유리 난간,Yuvarlak Cam Ray
RailingSlopeGlassLeft,Glass Railing Slope (left),Glasgeländer schräg (links),Rambarde verre inclinée (gauche),Ringhiera di Vetro Inclinata (Sinistra),Valla inclinada de cristal,Inclinação Gradeamento de Vidro (esquerda),Grade Inclinada de Vidro (esquerda),"Szklane ogrodzenie - nachylone, lewe",Стеклянные перила наклонные (левые),ガラス・ゲージ(左),玻璃楼梯扶手（左）,玻璃斜坡欄杆（左）,유리 난간 경사면(왼쪽),Cam Ray Eğimi (sol)
RailingSlopeGlassLeftInv,Glass Railing Slope (left),Glasgeländer schräg (links),Rambarde verre inclinée (gauche),Ringhiera di Vetro Inclinata (Sinistra),Valla inclinada de cristal,Inclinação Gradeamento de Vidro (esquerda),Grade Inclinada de Vidro (esquerda) Inv,"Szklane ogrodzenie - nachylone, lewe",Стеклянные перила наклонные (левые),ガラス・ゲージ(左),玻璃楼梯扶手（左）,玻璃斜坡欄杆（左）,유리 난간 경사면(왼쪽),Cam Ray Eğimi (sol)
RailingSlopeGlassRight,Glass Railing Slope (right),Glasgeländer schräg (rechts),Rambarde verre inclinée (droite),Ringhiera di Vetro Inclinata (Destra),Valla inclinada de cristal (derecha),Inclinação Gradeamento de Vidro (direita),Grade Inclinada de Vidro (direita),"Szklane ogrodzenie - nachylone, prawe",Стеклянные перила наклонные (правые),ガラス・ゲージ(右),玻璃楼梯扶手（右）,玻璃斜坡欄杆（右）,유리 난간 경사면(오른쪽),Cam Ray Eğimi (sağ)
RailingSlopeGlassRightInv,Glass Railing Slope (right),Glasgeländer schräg (rechts),Rambarde verre inclinée (droite),Ringhiera di Vetro Inclinata (Destra),Valla inclinada de cristal (derecha),Inclinação Gradeamento de Vidro (direita),Grade Inclinada de Vidro (direita) Inv,"Szklane ogrodzenie - nachylone, prawe",Стеклянные перила наклонные (правые),ガラス・ゲージ(右),玻璃楼梯扶手（右）,玻璃斜坡欄杆（右）,유리 난간 경사면(오른쪽),Cam Ray Eğimi (sağ)
RailingSlopeLeft,Railing Slope (left),Geländer schräg (links),Rambarde inclinée (gauche),Ringhiera Inclinata (Sinistra),Valla inclinada (izquierda),Inclinação Gradeamento (esquerda),Grade Inclinada (esquerda),"Ogrodzenie - nachylone, lewe",Перила наклонные (левые),スロープ・ゲージ(左),楼梯扶手（左）,斜坡欄杆（左）,난간 경사면(왼쪽),Ray Eğimi (sol)
RailingSlopeRight,Railing Slope (right),Geländer schräg (rechts),Rambarde inclinée (droite),Ringhiera Inclinata (Destra),Valla inclinada (derecha),Inclinação Gradeamento (direita),Grade Inclinada (direita),"Ogrodzenie - nachylone, prawe",Перила наклонные (правые),スロープ・ゲージ(右),楼梯扶手（右）,斜坡欄杆（右）,난간 경사면(오른쪽),Ray Eğimi (sağ)
RailingVert,Railing,Geländer,Rambarde,Ringhiera,Valla,Gradeamento,Grade,Ogrodzenie,Перила,ゲージ,矮墙,欄杆,난간,Ray
RailingVertGlass,Glass Railing,Glasgeländer,Rambarde en verre,Ringhiera di Vetro,Valla de cristal,Gradeamento de Vidro,Grade com Vidro,Szklane ogrodzenie,Стеклянные перила,ガラスゲージ,玻璃矮墙,玻璃欄杆,유리 난간,Cam Ray
RailingVertGlassInv,Glass Railing,Glasgeländer,Rambarde en verre,Ringhiera di Vetro,Valla de cristal,Gradeamento de Vidro,Grade com Vidro Inv,Szklane ogrodzenie,Стеклянные перила,ガラスゲージ,玻璃矮墙,玻璃欄杆,유리 난간,Cam Ray
RampSteep,Ramp Steep,Rampe steil,Rampe escarpée,Rampa Ripida,Rampa empinada,Acentuação da Rampa,Degrau de Rampa,Rampa,Крутая рампа,スロープ・ランプ,陡峭斜坡,陡坡,가파른 경사로,Dik Rampa
Stairs1x1x1,Stairs Wedge (texturable),Treppe schräg (texturierbar),Escalier plein (texturable),Cuneo Scale (Texturabile),Plataforma con escalera (texturizable),Calço Escadas (com textura),Borda de Escada (texturizável),Schody (teksturowane),Лестничный пролет (окрашиваемый),階段ウェッジ(texturable),楔形楼梯（可喷涂）,樓梯楔（可編輯材質）,계단 웨지(텍스처 가능),Merdiven Takozu (kaplanabilir)
StairsBlocks,Stairs Blocks,Treppenblöcke,Blocs escalier,Scale,Bloque de escaleras,Blocos de Escadas,Blocos de Escadas,Schody (grupa),Лестничные блоки,階段ブロック,楼梯方块组,樓梯方塊,계단 블록,Merdiven Blokları
StairsMS,Stairs Freestanding,Treppe freistehend,Escalier sans fond,Scala Indipendente,Escalera independiente,Escadas Independentes,Escadarias Independentes,Schody - wolnostojące,Лестница,階段フリースタンディング,独立式楼梯,獨立樓梯,계단 프리스탠딩,Bağımsız Merdiven
StairsWedge,Stairs Wedge,Treppe schräg,Escalier plein,Cuneo Scale,Plataforma con escaleras,Calço Escadas,Borda de Escada,Schody,Лестничный пролет,階段ウェッジ,楔形楼梯,樓梯楔,계단 웨지,Merdiven Takozu
StairsWedgeLong,Stairs Wedge Long,Treppe schräg (lang),Escalier plein long,Cuneo Scale Lungo,Plataforma con escaleras larga,Calço Escadas Comprido,Borda de Escada Longa,Długie schody,Длинный лестничный пролет,階段ウェッジロング,长楔形楼梯,長樓梯楔,긴 계단 웨지,Uzun Merdiven Takozu
TrussCorner,Corner,Ecke,Coin - treillis,Angolo,Esquina,Canto,Canto,Narożnik,Угол,トラス・コーナー,转角,轉角,코너,Köşe
TrussCornerRoundThin,Round Slope Thin,Runde Rampe (dünn),Pente ronde (fin) - treillis,Angolo Rotondo (Sottile),Rampa redonda fina,Inclinação Redonda Fina,Arredondado Inclinado Fino,Nachylenie wypukłe - wąskie,Скругленный скос тонкий,薄型ラウンドスロープ,薄片圆型斜坡,圓形薄斜坡,얇은 둥근 경사면,Yuvarlak İnce Eğim
TrussCornerRoundThin2,Corner Round Thin 2,Runde Rampe 2 (dünn),Coin arrondi (fin) - treillis,Angolo Rotondo 2 (Sottile),Esquina redonda fina 2,Canto Redondo Fino 2,Canto Arredondado Fino 2,Narożnik zaokrąglony - wąski,Скругленный угол тонкий,薄型コーナーラウンド2,薄圆型转角 2,圓形薄轉角2,얇은 둥근 코너 2,Yuvarlak İnce Köşe 2
TrussCornerThin,Thin Corner,Ecke (dünn),Coin (fin) - treillis,Angolo Sottile,Esquina fina,Canto Fino,Canto Fino,Narożnik - wąski,Тонкий угол,薄型コーナー,薄片型拐角,薄轉角,얇은 코너,İnce Köşe
TrussCube,Cube,Würfel,Cube - treillis,Cubo,Cubo,Cubo,Cubo,Sześcian,Куб,キューブ,正方体,立方體,큐브,Küp
TrussCurveOutSlope,Curved Corner,Gekrümmte Ecke,Coin arrondi A - treillis,Angolo Curvo,Esquina curva,Canto com Curvatura,Canto Curvado,Narożnik zaokrąglony,Закругленный угол,カーブ・コーナ,弧形拐角,彎曲轉角,휘어진 코너,Kavisli Köşe
TrussCylinder,Cylinder,Zylinder,Cylindre - treillis,Cilindro,Cilindro,Cilindro,Cilindro,Walec,Цилиндр,シリンダー,圆柱体,圓柱體,원통,Silindir
TrussHalfRound,Round Corner,Runde Ecke,Coin arrondi B - treillis,Angolo Rotondo,Esquina redonda,Canto Redondo,Canto Arredondado,Narożnik wypukły,Четверть полусферы,ラウンドコーナー,圆型拐角,圓形轉角,둥근 코너,Yuvarlak Köşe
TrussLargeBlocks,Truss Blocks L,Gerüstblöcke L,Grands blocs treillis,Travatura L,Bloque de armazón L,Blocos de Suporte L,Bloco de Treliças G,Bloki rusztowania L (grupa),Блоки стропил Б,トラスブロックL,大型桁架方块组,大方塊構架,트러스 블록 L,Makaslı Bloklar L
TrussQuarterRound,Round Slope,Runde Rampe,Pente arrondie - treillis,Pendenza Rotonda,Rampa redonda,Inclinação Redonda,Arredondado Inclinado,Nachylenie wypukłe,Четверть круга,ラウンドスロープ,圆型斜坡,圓形斜坡,둥근 경사면,Yuvarlak Eğim
TrussQuarterRoundInv,Inward Round Slope,Runde Rampe (invertiert),Pente concave - treillis,Pendenza Rotonda Interna,Rampa redonda interior,Inclinação Redonda Interior,Arredondado Inclinado Invertido,Nachylenie wklęsłe,Обратная четверть круга,ラウンドスロープ(Inward),内切圆型斜坡,圓形向內斜坡,안쪽 둥근 경사면,İçe Dönük Yuvarlak Eğim
TrussQuarterRoundThin,Round Slope Thin,Runde Rampe (dünn),Pente arrondie (fin) - treillis,Pendenza Rotonda (Sottile),Rampa redonda fina,Inclinação Redonda Fina,Arredondado Inclinado Fino,Nachylenie wypukłe - wąskie,Четверть сферы тонкая,薄型ラウンドスロープ,薄片圆型斜坡,圓形薄斜坡,얇은 둥근 경사면,Yuvarlak İnce Eğim
TrussSmallBlocks,Truss Blocks S,Gerüstblöcke S,Petits blocs treillis,Travatura S,Bloque de armazón S,Blocos de Suporte S,Bloco de Treliças P,Bloki rusztowania S (grupa),Блоки стропил М,トラスブロックS,小型桁架方块组,小方塊構架,트러스 블록 S,Makaslı Bloklar S
TrussWall,Wall,Wand,Mur - treillis,Muro,Pared,Parede,Parede,Ściana,Стена,壁,墙,牆,벽,Duvar
TrussWedge,Slope,Rampe,Pente - treillis,Rampa,Inclinación,Inclinação,Inclinado,Nachylenie,Скос,スロープ,斜坡,斜坡,경사,Eğim
TrussWedgeThin,Thin Slope,Rampe (dünn),Pente (fin) - treillis,Pendenza (Sottile),Inclinación fina,Inclinação Estreita,Inclinado Fino,Nachylenie - wąskie,Тонкий скос,薄型スロープ,薄片型斜坡,薄斜坡,얇은 경사면,İnce Eğim
